2,2096,gm,download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1
0,2097,sleep,nichole17,so tired. i didn't sleep well at all last night.
0,2098,san francisco,xstaylor,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.
0,2099,san francisco,miwahh,bonjour San Francisco. My back hurts from last night..
2,2100,san francisco,bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"
2,2101,san francisco,rayceja,Heading to San Francisco
4,2102,san francisco,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!
4,2104,star trek,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.
4,2105,star trek,qrboy85,"I can't wait, going to see star trek tonight!!"
4,2106,star trek,adamrisser,Star Trek was as good as everyone said!!
4,2107,Malcolm Gladwell,GoodPhoenix,am loving new malcolm gladwell book - outliers
4,2108,Malcolm Gladwell,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.
0,2109,Malcolm Gladwell,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot
0,2110,Malcolm Gladwell,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit"
4,2111,Malcolm Gladwell,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.
4,2112,Malcolm Gladwell,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.
0,2113,comcast,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do
0,2114,comcast,stormygirl223,Comcast sucks.
0,2115,comcast,theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.
0,2116,comcast,motkeps,@Dommm did comcast fail again??
2,2117,twitter api,YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH
0,2118,twitter api,marekdsi,curses the Twitter API limit
0,2119,twitter api,mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!"
2,2120,twitter api,trivektor,testing Twitter API
0,2121,twitter api,rdoc420,Arg. Twitter API is making me crazy.
2,2122,twitter api,Hot_Tweets,Testing Twitter API. Remote Update
4,2137,wolfram alpha,jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/
0,2138,wolfram alpha,marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!"
4,2139,nike,kewpiezmom,Off to the NIKE factory!!!
4,2140,nike,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?
2,2141,nike,sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS
2,2142,nike,nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp
0,2143,nike,laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(
4,2158,shoreline amphitheatre,julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...
0,2159,weka,gux_kung,"arhh, It's weka bug. = = and I spent almost two hours to find that out. crappy me"
4,2160,50d,GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more"
4,2161,50d,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D
4,2162,50d,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!
4,2163,50d,ashpeckham,Just got my new toy. Canon 50D. Love love love it!
4,2164,lambda calculus,davidivins,Learning about lambda calculus :)
2,2165,east palo alto,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"
4,2166,east palo alto,nfarzan,I'm moving to East Palo Alto!
4,2171,stanford,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!
4,2172,stanford,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)
2,2173,stanford,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd
2,2174,stanford,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship
4,2175,lakers,JuanGir,LAKERS tonight let's go!!!!
4,2176,lakers,Alexi_G,Will the Lakers kick the Nuggets ass tonight?
0,2177,north korea,one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH
0,2178,north korea,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379
0,2179,north korea,Mvsic,Listening to Obama... Friggin North Korea...
0,2180,pelosi,CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012"
0,2181,pelosi,Rachael90210,@foxnews Pelosi should stay in China and never come back.
0,2182,pelosi,TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this
0,2183,insects,KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..
4,2184,insects,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p
0,2185,insects,euthanasia86,Just got barraged by a horde of insects hungry for my kitchen light. So scary.
4,2187,mcdonalds,connlocks,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)
4,2188,mcdonalds,MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]
4,2190,mcdonalds,Yuleineeee,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.
4,2191,mcdonalds,XrachulX,Could go for a lot of McDonalds. i mean A LOT.
4,2193,exam,xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:
4,2194,exam,laulaulauren,"Only one exam left, and i am so happy for it :D"
0,2195,exam,elllllen,Math review. Im going to fail the exam.
0,2196,cheney,LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
0,2197,cheney,joahs,obviously not siding with Cheney here: http://bit.ly/19j2d
4,2202,mashable,paulobsf,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt
4,2203,mashable,christinerose,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV
2,2204,jquery book,cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629
4,2205,jquery book,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
4,2206,goodby silverstein,bskatz,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them
2,2207,goodby silverstein,sc0ttman,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF
4,2208,goodby silverstein,designplay,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it."
4,2220,g2,Drisgill,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service
4,2221,g2,DearJellyHiJely,@vkerkez dood I got a free google android phone at the I/O conference. The G2!
4,2222,g2,itamarw,"@Orli the G2 is amazing btw, a HUGE improvement over the G1"
4,2223,googleio,daynah,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"
4,2224,googleio,jackdaniels08,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!
4,2225,googleio,alpheus1,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.
4,2295,viral marketing,joshgammon,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/"
2,2296,hitler,KatyWheatley1,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history."
0,2355,night at the museum,TiffanyBakker,saw night at the museum out of sheer desperation. who is funding these movies?
4,2356,night at the museum,kezzumz,Night At The Museum 2? Pretty  good.
4,2357,night at the museum,bodhibuggy,Watching Night at the Museum - giggling.
2,2358,night at the museum,HistoryLuV3R,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office..."
2,2359,night at the museum,ErcDrso,About to watch Night at the Museum with Ryan and Stacy
2,2360,night at the museum,aykataoka,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"
0,2361,night at the museum,Bcapote,"Back from seeing Star Trek and Night at the Museum.Star Trek was amazing, but Night at the Museum was; eh."
4,2362,night at the museum,crikket_churps,just watched night at the museum 2! so stinkin cute!
4,2363,night at the museum,tish_tish,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up."
2,2364,night at the museum,Lilimich,I think I may have a new favorite restaurant. On our way to see Night at the Museum 2.
2,2365,night at the museum,stealing_second,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."
4,2366,night at the museum,Pas_de_Cheval,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D
0,2367,gm,lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
0,2368,gm,overthrow,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al"
2,2369,gm,economywire,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r
0,2370,gm,tradecruz,@Pittstock $GM good riddance.  sad though.
0,2371,gm,ZendoDeb,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
0,2372,gm,rbmshow,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
0,2373,gm,Ash_Craigslist,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
0,2374,gm,BarackProblema,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u him over for good."
0,2375,gm,ericdano,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.."
0,2376,gm,tradecruz,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
0,2377,gm,ktsophie,sad day...bankrupt GM
0,2378,gm,nicolemg415,is upset about the whole GM thing. life as i know it is so screwed up
0,2379,time warner,ProofofVenom,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
2,2380,time warner,flywire,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
0,2381,time warner,batchoutlost,#WFTB Joining a bit late. My connection was down (boo time warner)
0,2382,time warner,floatingatoll,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.
0,2383,time warner,kippy2,i am furious with time warner and their phone promotions!
0,2384,time warner,iamtony,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
0,2385,time warner,dcwhip,could time-warner cable suck more?  NO.
0,2386,time warner,JustGLB,Pissed at Time Warner for causin me to have slow internet problems
0,2387,time warner,chaneykyoto,"@sportsguy33 Ummm, having some Time Warner problems?"
0,2388,time warner,ldmullen,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j
0,2389,time warner,JohnTurlington,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."
0,2390,time warner,johnscleary,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."""
0,2391,time warner,ecormany,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"
0,2392,time warner,matsonj,@sportsguy33 Time Warner = epic fail
2,2393,china,YildirimNews,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china
2,2394,china,zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8
2,2395,gm,theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
0,2396,gm,PeteHall,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.
